2484,159421
2485,317689
2486,240483
2488,79999
2489,610000
2491,82008
2492,485205
2493,126797
2495,273552
2496,20055
2497,130888
2498,836097
2501,1159561
2504,1180000
2505,380000
2506,387000
2509,224551
2511,1623326
2514,394729
2515,1688460
2516,226278
2520,609487
2524,366185
2527,270306
2528,435996
2530,841256
2534,474228
2535,270794
2536,332809
2537,300558
2538,445025
2539,1193103
2540,944874
2542,2153084
2543,528542
2545,379735
2546,146187
2547,1035095
2548,335705
2597,310716
2601,690379
2603,2165043
2605,585353
2606,845056
2607,533571
2608,467000
2609,3492104
2610,6144989
2611,189002
2612,197485
2613,148423
2614,327265
2615,2806146
2616,137282
2617,417294
2618,5400444
2630,209438
2633,5628293
2634,941867
2636,141835
2637,746409
2642,95467
2645,374571
2646,3008735
2701,449968
2702,156613
2704,366923
2705,191313
2706,499998
2707,127403
2712,105000
2722,143170
2723,180000
2727,82940
2731,93278
2739,91526
2748,105779
2753,66645
2762,112500
2801,12060197
2812,6425075
2816,223608
2820,1342960
2832,253540
2834,10398326
2836,1858316
2838,4607829
2845,4865285
2849,1957609
2850,315963
2851,800389
2852,301164
2855,1601414
2880,14056135
2881,14007365
2882,14669210
2883,16974612
2884,17723510
2885,13864396
2886,14833378
2887,25115062
2889,3665902
2890,14782169
2891,19675933
2892,14379469
2897,2805358
2901,73043
2903,1416941
2904,77834
2905,1110372
2906,209117
2908,509888
2910,175403
2911,105126
2912,1039622
2913,790000
2915,1104319
2923,1740297
2929,109494
2939,45549
2945,67500
3002,102000
3003,155655
3004,64383
3005,624570
3006,298128
3008,130798
3010,259437
3011,129566
3013,205139
3014,165954
3015,187262
3016,290357
3017,392670
3018,75378
3019,279244
3021,94683
3022,176598
3023,240069
3024,277157
3025,56736
3026,165890
3027,129160
3028,237241
3029,167005
3030,236216
3031,173203
3032,113286
3033,516559
3034,608511
3035,260550
3036,1270563
3037,1641292
3038,157408
3040,66225
3041,142097
3042,342993
3043,38976
3044,525606
3045,3723431
3046,78448
3047,224762
3048,269830
3049,802011
3050,154984
3051,167000
3052,233246
3054,80651
3055,114975
3056,480555
3057,67865
3058,201723
3059,307668
3060,137563
3062,330082
3090,287567
3092,106649
3094,83117
3130,33191
3135,97159
3138,56392
3149,226234
3150,44377
3164,86010
3167,89513
3168,75100
3189,526910
3209,235391
3229,64263
3231,3180052
3257,79824
3266,352314
3296,96724
3305,143374
3308,60000
3311,100000
3312,182627
3321,86114
3338,87908
3346,121228
3356,68550
3376,195780
3380,541718
3406,112743
3413,110924
3416,80496
3419,120480
3432,42230
3437,144548
3443,134012
3447,77449
3450,145681
3481,7989197
3494,94800
3501,118258
3504,114060
3515,123521
3518,102467
3528,66639
3530,77476
3532,387848
3533,112535
3535,79052
3543,146263
3545,222411
3550,107550
3557,84315
3563,63961
3576,1627795
3583,83859
3588,61991
3591,130387
3592,75855
3593,60825
3596,220354
3605,175270
3607,121662
3617,94762
3622,151328
3645,136754
3652,75098
3653,147204
3661,86305
3665,199578
3669,92920
3673,406664
3679,63022
3686,76495
3694,154891
3701,236669
3702,1751374
3703,823216
3704,415445
3705,266423
3706,1327212
3708,89843
3711,4470572
3712,246242
3714,400000
3715,283575
3716,150579
3717,207845
4104,188367
4106,100912
4108,198619
4119,119509
4133,60554
4137,82492
4142,429508
4148,67236
4155,125187
4164,195311
4169,66432
4178,215867
4190,61263
4195,80000
4306,676757
4414,263796
4426,172677
4438,113425
4439,38215
4440,67598
4441,68176
4526,254826
4532,494895
4536,90820
4540,115187
4545,77000
4551,115222
4552,116000
4555,69988
4557,47972
4560,68097
4562,87546
4564,232788
4566,110381
4569,30600
4571,53017
4572,40019
4576,119802
4581,33899
4582,75480
4583,80171
4585,104609
4588,42985
4590,54838
4720,114516
4722,103765
4736,95374
4737,77328
4739,124651
4746,120256
4755,100706
4763,989147
4764,85542
4766,120571
4770,79976
4771,58709
4807,48996
4904,3607705
4906,451706
4912,66993
4915,471881
4916,124083
4919,419765
4927,264938
4930,80000
4934,225000
4935,128864
4938,2675709
4942,142368
4943,126694
4949,67703
4952,108816
4956,100408
4958,1117534
4960,571705
4961,121254
4967,98566
4968,92210
4976,141218
4977,82690
4989,172776
4994,66383
4999,74417
5007,294940
5203,77343
5215,64338
5222,100108
5225,79136
5234,102716
5236,60004
5243,168529
5244,68242
5258,110365
5269,74156
5283,87601
5284,55143
5285,102041
5288,69885
5292,46319
5306,126001
5388,304343
5434,194008
5469,486166
5471,167877
5484,66801
5515,201600
5519,230157
5521,492280
5522,781596
5525,318105
5531,977589
5533,285245
5534,315326
5538,201203
5546,82353
5607,370553
5608,389276
5706,83768
5871,1745650
5876,4910219
5880,16072960
5906,37528
5907,195531
6005,2455297
6024,266683
6108,108146
6112,188357
6115,187662
6116,2858655
6117,92587
6120,599000
6128,127589
6133,117006
6136,115536
6139,235576
6141,113354
6142,304207
6152,167738
6153,636178
6155,88024
6164,80000
6165,77753
6166,217779
6168,205762
6176,348770
6177,471891
6183,150000
6184,158231
6189,263826
6191,499303
6192,96156
6196,220330
6197,123439
6201,89200
6202,230388
6205,82236
6206,143062
6209,180463
6213,363597
6214,272243
6215,82790
6216,97296
6224,85645
6225,27800
6226,115535
6230,86343
6235,199906
6239,759147
6243,45269
6257,483912
6269,323831
6271,209058
6272,81764
6277,119471
6278,292398
6281,99173
6282,856101
6283,147581
6285,483441
6405,65800
6409,88254
6412,400769
6414,151315
6415,389453
6416,73348
6426,38509
6431,97399
6438,82206
6442,81818
6443,512797
6446,422435
6449,91878
6451,117737
6456,337940
6464,133933
6472,128019
6477,123787
6491,78000
6504,72600
6505,9525960
6515,36445
6525,129047
6526,167506
6531,163149
6533,50651
6534,102800
6541,265216
6550,894793
6552,83000
6558,93789
6573,80499
6579,169451
6581,111271
6582,106174
6585,72134
6589,302068
6591,41122
6592,641845
6598,102819
6605,165816
6606,110304
6614,80661
6625,57972
6641,36500
6645,60864
6655,80572
6657,88808
6658,38370
6666,47388
6668,107116
6669,185841
6670,139387
6671,60750
6672,81620
6674,68222
6689,68000
6691,133547
6695,106948
6698,66390
6706,78549
6715,68274
6719,105517
6722,88400
6742,71268
6743,150000
6753,117254
6754,66000
6756,69990
6757,459530
6768,200095
6770,4712081
6771,31180
6776,91581
6781,85419
6782,63000
6789,318299
6790,267129
6792,47875
6794,63637
6796,40234
6799,43652
6805,68554
6807,54000
6830,54414
6831,67500
6834,88471
6835,66172
6838,150977
6854,117679
6861,41599
6862,50000
6863,74888
6869,137830
6873,142649
6885,133061
6887,74206
6890,250297
6901,853360
6902,35530
6906,33537
6908,37180
6909,67488
6914,66226
6916,67500
6918,34571
6919,1557201
6921,31837
6923,90439
6924,20624
6928,86000
6931,66152
6933,42486
6934,36130
6936,72804
6937,67655
6944,99694
6947,106126
6949,1311601
6951,52000
6952,68345
6955,30381
6957,55560
6958,421454
6962,492397
6965,156336
6969,43857
6988,47600
6994,74162
7610,58305
7631,20142
7689,58507
7705,66067
7711,71700
7721,55370
7722,71400
7730,36797
7732,64680
7736,76000
7740,60000
7749,46486
7750,71843
7760,66048
7765,40681
7768,70065
7769,179930
7780,810024
7786,175954
7788,79746
7791,80000
7795,78828
7799,158245
7803,94413
7818,167946
7821,121913
7822,45561
7823,33491
7827,140816
7835,46544
7855,192528
8011,165922
8016,120137
8021,145042
8028,183550
8033,164630
8039,263804
8045,95042
8046,646165
8070,725648
8072,80000
8081,86172
8101,52166
8103,78437
8104,104058
8105,441545
8110,517740
8112,565293
8114,76488
8131,442222
8150,704523
8162,68702
8163,280000
8201,62366
8210,125619
8213,271242
8215,320675
8222,68574
8249,137824
8261,118878
8271,129614
8341,130000
8367,92172
8374,112250
8404,419934
8411,221139
8422,1358763
8429,185747
8438,69943
8442,70170
8443,66800
8454,264975
8462,80387
8463,150000
8464,293020
8466,79446
8467,48374
8473,182307
8476,166226
8478,93972
8481,66602
8482,107444
8487,26535
8488,73500
8499,41166
8926,830282
8940,67491
8996,93502
9103,549411
910322,5620600
9105,10450003
910861,1673607
9110,907680
911608,480000
911622,596749
911868,2094465
912000,2362546
9136,1200008
9802,200992
9902,98050
9904,2946787
9905,305000
9906,90376
9907,1579145
9908,516358
9910,987483
9911,222332
9912,53793
9914,298984
9917,451197
9918,180537
9919,195363
9921,392065
9924,150762
9925,387490
9926,179504
9927,120000
9928,70725
9929,101280
9930,248540
9931,120369
9933,944437
9934,411017
9935,177839
9937,309043
9938,297964
9939,295786
9940,736846
9941,575636
9942,83161
9943,125172
9944,105908
9945,2844225
9946,326554
9955,104425
9958,246897
